remove_reason,platform,source_id,source_url,Name,Date,Likes,Comment,Comment URL,abuse_type
textless(emoji/punct only),YouTube,txaHpM1u8SQ,https://www.youtube.com/watch?v=txaHpM1u8SQ,@AhasanUllah-c3n,2024-06-12 05:47:50,0,😢😢😢,https://www.youtube.com/watch?v=txaHpM1u8SQ&lc=UgxyGZskAWP5CohZgAt4AaABAg,Physical Abuse
textless(emoji/punct only),YouTube,txaHpM1u8SQ,https://www.youtube.com/watch?v=txaHpM1u8SQ,@Alaudin-b3h,2025-11-12 05:47:30,0,😂😂😂😂😂,https://www.youtube.com/watch?v=txaHpM1u8SQ&lc=UgwsdYgtMGtF5JPQSLV4AaABAg,Physical Abuse
textless(emoji/punct only),YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@MDSiam-pb1zt,2024-06-12 05:50:07,0,😢😢😢😢😢😢😢😢,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=UgwTEqSrajpICShniOR4AaABAg,Physical Abuse
textless(emoji/punct only),YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@Dadi1-vf6uj,2024-06-12 05:50:13,0,😊,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=UgxxCdkoOQ3twEUXAvN4AaABAg,Physical Abuse
too_short(<=2 chars),YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@mahim8852,2024-06-12 05:50:20,0,আহ,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=UgxOE_4z4ogaMY48S954AaABAg,Physical Abuse
exact_duplicate,YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@UazzalChowdhuri,2024-06-12 05:50:20,1,আমিন,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=UgxbeLRJ_Kjgrc5oWpl4AaABAg,Physical Abuse
textless(emoji/punct only),YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@mdhabib-dq1fb,2024-06-12 05:50:20,0,😢😢😢,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=UgzRZVKVZ8ymvANfuU54AaABAg,Physical Abuse
too_short(<=2 chars),YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@mdmosiurrahman5738,2024-06-12 05:50:20,0,এ,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=UgyLqR8rfpLQNqhqucl4AaABAg,Physical Abuse
textless(emoji/punct only),YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@MahmudSultan-kk7pb,2024-06-12 05:50:26,0,😂,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=UgzVq4SeFXEASeiT7s54AaABAg,Physical Abuse
textless(emoji/punct only),YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@mdmasudrana3989,2024-06-12 05:50:26,0,😭😭😭,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=Ugwf9QI00ZKYGWYdoet4AaABAg,Physical Abuse
textless(emoji/punct only),YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@MdBabu-km7or,2024-06-12 05:50:26,0,😂,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=UgzKvRhD4-5cQnV-hhR4AaABAg,Physical Abuse
textless(emoji/punct only),YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@shohelrana7400,2024-06-12 05:50:34,0,❤️❤️❤️,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=UgwBap9sWdzKtck7OeB4AaABAg,Physical Abuse
textless(emoji/punct only),YouTube,si1yxf6JDr4,https://www.youtube.com/watch?v=si1yxf6JDr4,@HumairaTasnim-g6i,2025-07-12 05:50:07,0,😊,https://www.youtube.com/watch?v=si1yxf6JDr4&lc=Ugz7Pw_CZe7ovnPgcQJ4AaABAg,Physical Abuse
too_short(<=2 chars),YouTube,mUaZ8AbMYes,https://www.youtube.com/watch?v=mUaZ8AbMYes,@mdsarif8894,2024-06-12 05:54:49,0,Ok,https://www.youtube.com/watch?v=mUaZ8AbMYes&lc=UgxJKZK_CBkHh75NsPJ4AaABAg,Abandonment
textless(emoji/punct only),YouTube,mUaZ8AbMYes,https://www.youtube.com/watch?v=mUaZ8AbMYes,@JakirHosen-f6o,2025-06-12 05:54:31,0,🙏🤲🤲😭,https://www.youtube.com/watch?v=mUaZ8AbMYes&lc=UgxsWeblYg0TQZUnti14AaABAg,Abandonment
textless(emoji/punct only),YouTube,17ryXC9XEyQ,https://www.youtube.com/watch?v=17ryXC9XEyQ,@imtiyazMahmud-z1v,2026-06-06 06:05:04,0,❤❤❤❤,https://www.youtube.com/watch?v=17ryXC9XEyQ&lc=UgxlrhwnQjyA4H6Rqnd4AaABAg,Neglect
textless(emoji/punct only),YouTube,17ryXC9XEyQ,https://www.youtube.com/watch?v=17ryXC9XEyQ,@MdRahat-u1g,2026-06-07 06:05:04,0,😢😢😢,https://www.youtube.com/watch?v=17ryXC9XEyQ&lc=Ugxz5MiihfPq0Kn8Vcl4AaABAg,Neglect
